ActorID,sentence,emotion,intensity,path
1070,IEO,sad,LO,AudioWAV/1070_IEO_SAD_LO.wav
1023,ITH,disgust,XX,AudioWAV/1023_ITH_DIS_XX.wav
1012,DFA,happy,XX,AudioWAV/1012_DFA_HAP_XX.wav
1007,DFA,happy,XX,AudioWAV/1007_DFA_HAP_XX.wav
1005,IEO,angry,LO,AudioWAV/1005_IEO_ANG_LO.wav
1084,ITH,happy,XX,AudioWAV/1084_ITH_HAP_XX.wav
1003,WSI,neutral,XX,AudioWAV/1003_WSI_NEU_XX.wav
1016,WSI,neutral,XX,AudioWAV/1016_WSI_NEU_XX.wav
1091,ITH,happy,XX,AudioWAV/1091_ITH_HAP_XX.wav
1054,WSI,angry,XX,AudioWAV/1054_WSI_ANG_XX.wav
1034,DFA,sad,XX,AudioWAV/1034_DFA_SAD_XX.wav
1058,ITS,angry,XX,AudioWAV/1058_ITS_ANG_XX.wav
1054,TAI,sad,XX,AudioWAV/1054_TAI_SAD_XX.wav
1005,IWL,fear,XX,AudioWAV/1005_IWL_FEA_XX.wav
1070,IEO,happy,MD,AudioWAV/1070_IEO_HAP_MD.wav
1065,IEO,happy,MD,AudioWAV/1065_IEO_HAP_MD.wav
1024,IWL,happy,XX,AudioWAV/1024_IWL_HAP_XX.wav
1031,IWL,happy,XX,AudioWAV/1031_IWL_HAP_XX.wav
1009,IOM,disgust,XX,AudioWAV/1009_IOM_DIS_XX.wav
1065,TSI,sad,XX,AudioWAV/1065_TSI_SAD_XX.wav
1088,IOM,sad,XX,AudioWAV/1088_IOM_SAD_XX.wav
1074,IEO,happy,HI,AudioWAV/1074_IEO_HAP_HI.wav
1070,TSI,sad,XX,AudioWAV/1070_TSI_SAD_XX.wav
1055,IEO,fear,HI,AudioWAV/1055_IEO_FEA_HI.wav
1046,TAI,fear,XX,AudioWAV/1046_TAI_FEA_XX.wav
1017,IWL,sad,XX,AudioWAV/1017_IWL_SAD_XX.wav
1056,IEO,sad,MD,AudioWAV/1056_IEO_SAD_MD.wav
1072,TAI,happy,XX,AudioWAV/1072_TAI_HAP_XX.wav
1043,IEO,sad,MD,AudioWAV/1043_IEO_SAD_MD.wav
1062,TSI,fear,XX,AudioWAV/1062_TSI_FEA_XX.wav
1077,TSI,fear,XX,AudioWAV/1077_TSI_FEA_XX.wav
1083,IWL,disgust,XX,AudioWAV/1083_IWL_DIS_XX.wav
1047,IEO,sad,HI,AudioWAV/1047_IEO_SAD_HI.wav
1043,TSI,happy,XX,AudioWAV/1043_TSI_HAP_XX.wav
1056,TSI,happy,XX,AudioWAV/1056_TSI_HAP_XX.wav
1052,IEO,sad,HI,AudioWAV/1052_IEO_SAD_HI.wav
1020,IWL,neutral,XX,AudioWAV/1020_IWL_NEU_XX.wav
1035,IWL,neutral,XX,AudioWAV/1035_IWL_NEU_XX.wav
1062,IWL,angry,XX,AudioWAV/1062_IWL_ANG_XX.wav
1077,IWL,angry,XX,AudioWAV/1077_IWL_ANG_XX.wav
1023,IEO,angry,MD,AudioWAV/1023_IEO_ANG_MD.wav
1027,IEO,angry,HI,AudioWAV/1027_IEO_ANG_HI.wav
1032,IEO,angry,HI,AudioWAV/1032_IEO_ANG_HI.wav
1034,TAI,angry,XX,AudioWAV/1034_TAI_ANG_XX.wav
1089,MTI,happy,XX,AudioWAV/1089_MTI_HAP_XX.wav
1063,TAI,neutral,XX,AudioWAV/1063_TAI_NEU_XX.wav
1047,TSI,neutral,XX,AudioWAV/1047_TSI_NEU_XX.wav
1052,TSI,neutral,XX,AudioWAV/1052_TSI_NEU_XX.wav
1005,TSI,angry,XX,AudioWAV/1005_TSI_ANG_XX.wav
1037,ITS,fear,XX,AudioWAV/1037_ITS_FEA_XX.wav
1016,ITS,happy,XX,AudioWAV/1016_ITS_HAP_XX.wav
1003,ITS,happy,XX,AudioWAV/1003_ITS_HAP_XX.wav
1081,MTI,happy,XX,AudioWAV/1081_MTI_HAP_XX.wav
1029,TAI,angry,XX,AudioWAV/1029_TAI_ANG_XX.wav
1030,ITS,sad,XX,AudioWAV/1030_ITS_SAD_XX.wav
1025,ITS,sad,XX,AudioWAV/1025_ITS_SAD_XX.wav
1045,ITS,angry,XX,AudioWAV/1045_ITS_ANG_XX.wav
1039,IWL,happy,XX,AudioWAV/1039_IWL_HAP_XX.wav
1059,IEO,fear,MD,AudioWAV/1059_IEO_FEA_MD.wav
1014,IOM,disgust,XX,AudioWAV/1014_IOM_DIS_XX.wav
1012,ITS,neutral,XX,AudioWAV/1012_ITS_NEU_XX.wav
1007,ITS,neutral,XX,AudioWAV/1007_ITS_NEU_XX.wav
1078,IEO,happy,MD,AudioWAV/1078_IEO_HAP_MD.wav
1048,IEO,fear,HI,AudioWAV/1048_IEO_FEA_HI.wav
1080,IOM,sad,XX,AudioWAV/1080_IOM_SAD_XX.wav
1078,TSI,sad,XX,AudioWAV/1078_TSI_SAD_XX.wav
1069,IEO,happy,HI,AudioWAV/1069_IEO_HAP_HI.wav
1090,MTI,neutral,XX,AudioWAV/1090_MTI_NEU_XX.wav
1087,IOM,fear,XX,AudioWAV/1087_IOM_FEA_XX.wav
1029,DFA,sad,XX,AudioWAV/1029_DFA_SAD_XX.wav
1029,WSI,sad,XX,AudioWAV/1029_WSI_SAD_XX.wav
1090,IWW,sad,XX,AudioWAV/1090_IWW_SAD_XX.wav
1088,ITH,neutral,XX,AudioWAV/1088_ITH_NEU_XX.wav
1082,IWW,fear,XX,AudioWAV/1082_IWW_FEA_XX.wav
1078,IEO,sad,LO,AudioWAV/1078_IEO_SAD_LO.wav
1090,WSI,neutral,XX,AudioWAV/1090_WSI_NEU_XX.wav
1017,ITH,happy,XX,AudioWAV/1017_ITH_HAP_XX.wav
1029,IWW,neutral,XX,AudioWAV/1029_IWW_NEU_XX.wav
1023,ITH,fear,XX,AudioWAV/1023_ITH_FEA_XX.wav
1015,TIE,neutral,XX,AudioWAV/1015_TIE_NEU_XX.wav
1042,TIE,angry,XX,AudioWAV/1042_TIE_ANG_XX.wav
1031,ITH,sad,XX,AudioWAV/1031_ITH_SAD_XX.wav
1024,ITH,sad,XX,AudioWAV/1024_ITH_SAD_XX.wav
1037,IEO,neutral,XX,AudioWAV/1037_IEO_NEU_XX.wav
1081,DFA,happy,XX,AudioWAV/1081_DFA_HAP_XX.wav
1083,IEO,angry,LO,AudioWAV/1083_IEO_ANG_LO.wav
1019,IWW,fear,XX,AudioWAV/1019_IWW_FEA_XX.wav
1013,ITH,neutral,XX,AudioWAV/1013_ITH_NEU_XX.wav
1081,WSI,happy,XX,AudioWAV/1081_WSI_HAP_XX.wav
1006,ITH,neutral,XX,AudioWAV/1006_ITH_NEU_XX.wav
1077,IEO,disgust,LO,AudioWAV/1077_IEO_DIS_LO.wav
1062,IEO,disgust,LO,AudioWAV/1062_IEO_DIS_LO.wav
1025,TIE,fear,XX,AudioWAV/1025_TIE_FEA_XX.wav
1030,TIE,fear,XX,AudioWAV/1030_TIE_FEA_XX.wav
1090,DFA,neutral,XX,AudioWAV/1090_DFA_NEU_XX.wav
1037,TIE,sad,XX,AudioWAV/1037_TIE_SAD_XX.wav
1083,TSI,angry,XX,AudioWAV/1083_TSI_ANG_XX.wav
1039,IOM,neutral,XX,AudioWAV/1039_IOM_NEU_XX.wav
1029,MTI,sad,XX,AudioWAV/1029_MTI_SAD_XX.wav
1055,IEO,disgust,HI,AudioWAV/1055_IEO_DIS_HI.wav
1091,IWL,sad,XX,AudioWAV/1091_IWL_SAD_XX.wav
1084,IWL,sad,XX,AudioWAV/1084_IWL_SAD_XX.wav
1009,IOM,fear,XX,AudioWAV/1009_IOM_FEA_XX.wav
1005,IWL,disgust,XX,AudioWAV/1005_IWL_DIS_XX.wav
1089,ITS,neutral,XX,AudioWAV/1089_ITS_NEU_XX.wav
1083,IWL,fear,XX,AudioWAV/1083_IWL_FEA_XX.wav
1077,TSI,disgust,XX,AudioWAV/1077_TSI_DIS_XX.wav
1062,TSI,disgust,XX,AudioWAV/1062_TSI_DIS_XX.wav
1046,TAI,disgust,XX,AudioWAV/1046_TAI_DIS_XX.wav
1058,TAI,angry,XX,AudioWAV/1058_TAI_ANG_XX.wav
1054,ITS,sad,XX,AudioWAV/1054_ITS_SAD_XX.wav
1084,IOM,angry,XX,AudioWAV/1084_IOM_ANG_XX.wav
1069,TSI,angry,XX,AudioWAV/1069_TSI_ANG_XX.wav
1091,IOM,angry,XX,AudioWAV/1091_IOM_ANG_XX.wav
1072,ITS,happy,XX,AudioWAV/1072_ITS_HAP_XX.wav
1059,IWL,neutral,XX,AudioWAV/1059_IWL_NEU_XX.wav
1046,ITS,fear,XX,AudioWAV/1046_ITS_FEA_XX.wav
1042,MTI,disgust,XX,AudioWAV/1042_MTI_DIS_XX.wav
1034,ITS,angry,XX,AudioWAV/1034_ITS_ANG_XX.wav
1009,IEO,happy,MD,AudioWAV/1009_IEO_HAP_MD.wav
1069,IWL,fear,XX,AudioWAV/1069_IWL_FEA_XX.wav
1063,ITS,neutral,XX,AudioWAV/1063_ITS_NEU_XX.wav
1065,IOM,disgust,XX,AudioWAV/1065_IOM_DIS_XX.wav
1088,TSI,disgust,XX,AudioWAV/1088_TSI_DIS_XX.wav
1048,IWL,happy,XX,AudioWAV/1048_IWL_HAP_XX.wav
1070,IOM,disgust,XX,AudioWAV/1070_IOM_DIS_XX.wav
1009,TSI,sad,XX,AudioWAV/1009_TSI_SAD_XX.wav
1039,IEO,fear,HI,AudioWAV/1039_IEO_FEA_HI.wav
1081,IWW,angry,XX,AudioWAV/1081_IWW_ANG_XX.wav
1058,DFA,sad,XX,AudioWAV/1058_DFA_SAD_XX.wav
1069,IEO,angry,LO,AudioWAV/1069_IEO_ANG_LO.wav
1088,IEO,disgust,LO,AudioWAV/1088_IEO_DIS_LO.wav
1009,IEO,sad,LO,AudioWAV/1009_IEO_SAD_LO.wav
1058,WSI,sad,XX,AudioWAV/1058_WSI_SAD_XX.wav
1075,IWW,disgust,XX,AudioWAV/1075_IWW_DIS_XX.wav
1060,IWW,disgust,XX,AudioWAV/1060_IWW_DIS_XX.wav
1055,ITH,sad,XX,AudioWAV/1055_ITH_SAD_XX.wav
1046,IEO,neutral,XX,AudioWAV/1046_IEO_NEU_XX.wav
1058,IWW,neutral,XX,AudioWAV/1058_IWW_NEU_XX.wav
1052,ITH,fear,XX,AudioWAV/1052_ITH_FEA_XX.wav
1047,ITH,fear,XX,AudioWAV/1047_ITH_FEA_XX.wav
1042,DFA,disgust,XX,AudioWAV/1042_DFA_DIS_XX.wav
1066,ITH,happy,XX,AudioWAV/1066_ITH_HAP_XX.wav
1071,TIE,neutral,XX,AudioWAV/1071_TIE_NEU_XX.wav
1046,TIE,sad,XX,AudioWAV/1046_TIE_SAD_XX.wav
1042,WSI,disgust,XX,AudioWAV/1042_WSI_DIS_XX.wav
1080,IEO,fear,LO,AudioWAV/1080_IEO_FEA_LO.wav
1077,ITH,neutral,XX,AudioWAV/1077_ITH_NEU_XX.wav
1068,IWW,fear,XX,AudioWAV/1068_IWW_FEA_XX.wav
1062,ITH,neutral,XX,AudioWAV/1062_ITH_NEU_XX.wav
1035,ITH,angry,XX,AudioWAV/1035_ITH_ANG_XX.wav
1020,ITH,angry,XX,AudioWAV/1020_ITH_ANG_XX.wav
1013,IEO,disgust,LO,AudioWAV/1013_IEO_DIS_LO.wav
1006,IEO,disgust,LO,AudioWAV/1006_IEO_DIS_LO.wav
1087,IEO,sad,LO,AudioWAV/1087_IEO_SAD_LO.wav
1060,TIE,happy,XX,AudioWAV/1060_TIE_HAP_XX.wav
1075,TIE,happy,XX,AudioWAV/1075_TIE_HAP_XX.wav
1054,TIE,fear,XX,AudioWAV/1054_TIE_FEA_XX.wav
1058,MTI,sad,XX,AudioWAV/1058_MTI_SAD_XX.wav
1080,IWL,angry,XX,AudioWAV/1080_IWL_ANG_XX.wav
1081,TAI,neutral,XX,AudioWAV/1081_TAI_NEU_XX.wav
1048,IOM,neutral,XX,AudioWAV/1048_IOM_NEU_XX.wav
1013,TSI,disgust,XX,AudioWAV/1013_TSI_DIS_XX.wav
1006,TSI,disgust,XX,AudioWAV/1006_TSI_DIS_XX.wav
1087,IEO,happy,MD,AudioWAV/1087_IEO_HAP_MD.wav
1037,TAI,disgust,XX,AudioWAV/1037_TAI_DIS_XX.wav
1087,TSI,sad,XX,AudioWAV/1087_TSI_SAD_XX.wav
1083,IEO,happy,HI,AudioWAV/1083_IEO_HAP_HI.wav
1090,TAI,happy,XX,AudioWAV/1090_TAI_HAP_XX.wav
1031,IEO,disgust,HI,AudioWAV/1031_IEO_DIS_HI.wav
1024,IEO,disgust,HI,AudioWAV/1024_IEO_DIS_HI.wav
1074,IWL,disgust,XX,AudioWAV/1074_IWL_DIS_XX.wav
1059,IOM,happy,XX,AudioWAV/1059_IOM_HAP_XX.wav
1020,IEO,disgust,MD,AudioWAV/1020_IEO_DIS_MD.wav
1035,IEO,disgust,MD,AudioWAV/1035_IEO_DIS_MD.wav
1080,TSI,fear,XX,AudioWAV/1080_TSI_FEA_XX.wav
1078,IOM,fear,XX,AudioWAV/1078_IOM_FEA_XX.wav
1058,MTI,disgust,XX,AudioWAV/1058_MTI_DIS_XX.wav
1068,ITS,happy,XX,AudioWAV/1068_ITS_HAP_XX.wav
1056,IWL,neutral,XX,AudioWAV/1056_IWL_NEU_XX.wav
1043,IWL,neutral,XX,AudioWAV/1043_IWL_NEU_XX.wav
1014,IWL,angry,XX,AudioWAV/1014_IWL_ANG_XX.wav
1055,IEO,angry,MD,AudioWAV/1055_IEO_ANG_MD.wav
1031,TSI,neutral,XX,AudioWAV/1031_TSI_NEU_XX.wav
1024,TSI,neutral,XX,AudioWAV/1024_TSI_NEU_XX.wav
1066,TSI,angry,XX,AudioWAV/1066_TSI_ANG_XX.wav
1042,TAI,angry,XX,AudioWAV/1042_TAI_ANG_XX.wav
1015,TAI,neutral,XX,AudioWAV/1015_TAI_NEU_XX.wav
1013,TSI,sad,XX,AudioWAV/1013_TSI_SAD_XX.wav
1017,IEO,happy,HI,AudioWAV/1017_IEO_HAP_HI.wav
1006,TSI,sad,XX,AudioWAV/1006_TSI_SAD_XX.wav
1023,IEO,fear,HI,AudioWAV/1023_IEO_FEA_HI.wav
1079,ITS,neutral,XX,AudioWAV/1079_ITS_NEU_XX.wav
1006,IEO,happy,MD,AudioWAV/1006_IEO_HAP_MD.wav
1013,IEO,happy,MD,AudioWAV/1013_IEO_HAP_MD.wav
1037,TAI,sad,XX,AudioWAV/1037_TAI_SAD_XX.wav
1066,IWL,fear,XX,AudioWAV/1066_IWL_FEA_XX.wav
1027,IEO,fear,MD,AudioWAV/1027_IEO_FEA_MD.wav
1052,IWL,happy,XX,AudioWAV/1052_IWL_HAP_XX.wav
1047,IWL,happy,XX,AudioWAV/1047_IWL_HAP_XX.wav
1032,IEO,fear,MD,AudioWAV/1032_IEO_FEA_MD.wav
1087,TSI,disgust,XX,AudioWAV/1087_TSI_DIS_XX.wav
1014,TSI,fear,XX,AudioWAV/1014_TSI_FEA_XX.wav
1031,IEO,sad,HI,AudioWAV/1031_IEO_SAD_HI.wav
1035,TSI,happy,XX,AudioWAV/1035_TSI_HAP_XX.wav
1020,TSI,happy,XX,AudioWAV/1020_TSI_HAP_XX.wav
1024,IEO,sad,HI,AudioWAV/1024_IEO_SAD_HI.wav
1025,TAI,fear,XX,AudioWAV/1025_TAI_FEA_XX.wav
1074,IWL,sad,XX,AudioWAV/1074_IWL_SAD_XX.wav
1030,TAI,fear,XX,AudioWAV/1030_TAI_FEA_XX.wav
1020,IEO,sad,MD,AudioWAV/1020_IEO_SAD_MD.wav
1035,IEO,sad,MD,AudioWAV/1035_IEO_SAD_MD.wav
1055,ITH,disgust,XX,AudioWAV/1055_ITH_DIS_XX.wav
1071,DFA,happy,XX,AudioWAV/1071_DFA_HAP_XX.wav
1045,DFA,fear,XX,AudioWAV/1045_DFA_FEA_XX.wav
1066,IEO,angry,LO,AudioWAV/1066_IEO_ANG_LO.wav
1042,DFA,sad,XX,AudioWAV/1042_DFA_SAD_XX.wav
1075,WSI,neutral,XX,AudioWAV/1075_WSI_NEU_XX.wav
1060,WSI,neutral,XX,AudioWAV/1060_WSI_NEU_XX.wav
1037,WSI,angry,XX,AudioWAV/1037_WSI_ANG_XX.wav
1035,IEO,happy,LO,AudioWAV/1035_IEO_HAP_LO.wav
1020,IEO,happy,LO,AudioWAV/1020_IEO_HAP_LO.wav
1014,IEO,fear,LO,AudioWAV/1014_IEO_FEA_LO.wav
1037,DFA,angry,XX,AudioWAV/1037_DFA_ANG_XX.wav
1060,DFA,neutral,XX,AudioWAV/1060_DFA_NEU_XX.wav
1075,DFA,neutral,XX,AudioWAV/1075_DFA_NEU_XX.wav
1046,TIE,disgust,XX,AudioWAV/1046_TIE_DIS_XX.wav
1042,WSI,sad,XX,AudioWAV/1042_WSI_SAD_XX.wav
1013,IEO,sad,LO,AudioWAV/1013_IEO_SAD_LO.wav
1006,IEO,sad,LO,AudioWAV/1006_IEO_SAD_LO.wav
1087,IEO,disgust,LO,AudioWAV/1087_IEO_DIS_LO.wav
1071,WSI,happy,XX,AudioWAV/1071_WSI_HAP_XX.wav
1045,WSI,fear,XX,AudioWAV/1045_WSI_FEA_XX.wav
1029,TIE,angry,XX,AudioWAV/1029_TIE_ANG_XX.wav
1015,IWW,angry,XX,AudioWAV/1015_IWW_ANG_XX.wav
1042,IWW,neutral,XX,AudioWAV/1042_IWW_NEU_XX.wav
1048,ITH,fear,XX,AudioWAV/1048_ITH_FEA_XX.wav
1058,DFA,disgust,XX,AudioWAV/1058_DFA_DIS_XX.wav
1069,ITH,happy,XX,AudioWAV/1069_ITH_HAP_XX.wav
1088,IEO,sad,LO,AudioWAV/1088_IEO_SAD_LO.wav
1046,IWW,happy,XX,AudioWAV/1046_IWW_HAP_XX.wav
1072,IWW,fear,XX,AudioWAV/1072_IWW_FEA_XX.wav
1078,ITH,neutral,XX,AudioWAV/1078_ITH_NEU_XX.wav
1009,IEO,disgust,LO,AudioWAV/1009_IEO_DIS_LO.wav
1058,WSI,disgust,XX,AudioWAV/1058_WSI_DIS_XX.wav
1075,IWW,sad,XX,AudioWAV/1075_IWW_SAD_XX.wav
1060,IWW,sad,XX,AudioWAV/1060_IWW_SAD_XX.wav
1005,IOM,angry,XX,AudioWAV/1005_IOM_ANG_XX.wav
1047,IOM,neutral,XX,AudioWAV/1047_IOM_NEU_XX.wav
1052,IOM,neutral,XX,AudioWAV/1052_IOM_NEU_XX.wav
1054,ITS,disgust,XX,AudioWAV/1054_ITS_DIS_XX.wav
1045,MTI,fear,XX,AudioWAV/1045_MTI_FEA_XX.wav
1071,MTI,happy,XX,AudioWAV/1071_MTI_HAP_XX.wav
1042,MTI,sad,XX,AudioWAV/1042_MTI_SAD_XX.wav
1043,IOM,happy,XX,AudioWAV/1043_IOM_HAP_XX.wav
1056,IOM,happy,XX,AudioWAV/1056_IOM_HAP_XX.wav
1062,IOM,fear,XX,AudioWAV/1062_IOM_FEA_XX.wav
1077,IOM,fear,XX,AudioWAV/1077_IOM_FEA_XX.wav
1060,MTI,neutral,XX,AudioWAV/1060_MTI_NEU_XX.wav
1075,MTI,neutral,XX,AudioWAV/1075_MTI_NEU_XX.wav
1037,MTI,angry,XX,AudioWAV/1037_MTI_ANG_XX.wav
1065,IOM,sad,XX,AudioWAV/1065_IOM_SAD_XX.wav
1070,IOM,sad,XX,AudioWAV/1070_IOM_SAD_XX.wav
1088,TSI,sad,XX,AudioWAV/1088_TSI_SAD_XX.wav
1009,TSI,disgust,XX,AudioWAV/1009_TSI_DIS_XX.wav
1088,IEO,happy,MD,AudioWAV/1088_IEO_HAP_MD.wav
1055,TSI,neutral,XX,AudioWAV/1055_TSI_NEU_XX.wav
1017,TSI,angry,XX,AudioWAV/1017_TSI_ANG_XX.wav
1071,TAI,neutral,XX,AudioWAV/1071_TAI_NEU_XX.wav
1035,IEO,angry,HI,AudioWAV/1035_IEO_ANG_HI.wav
1020,IEO,angry,HI,AudioWAV/1020_IEO_ANG_HI.wav
1029,MTI,disgust,XX,AudioWAV/1029_MTI_DIS_XX.wav
1032,IWL,neutral,XX,AudioWAV/1032_IWL_NEU_XX.wav
1027,IWL,neutral,XX,AudioWAV/1027_IWL_NEU_XX.wav
1019,ITS,happy,XX,AudioWAV/1019_ITS_HAP_XX.wav
1024,IEO,angry,MD,AudioWAV/1024_IEO_ANG_MD.wav
1031,IEO,angry,MD,AudioWAV/1031_IEO_ANG_MD.wav
1070,IWL,angry,XX,AudioWAV/1070_IWL_ANG_XX.wav
1065,IWL,angry,XX,AudioWAV/1065_IWL_ANG_XX.wav
1091,IWL,disgust,XX,AudioWAV/1091_IWL_DIS_XX.wav
1055,IEO,sad,HI,AudioWAV/1055_IEO_SAD_HI.wav
1084,IWL,disgust,XX,AudioWAV/1084_IWL_DIS_XX.wav
1070,TSI,fear,XX,AudioWAV/1070_TSI_FEA_XX.wav
1088,IOM,fear,XX,AudioWAV/1088_IOM_FEA_XX.wav
1065,TSI,fear,XX,AudioWAV/1065_TSI_FEA_XX.wav
1060,TAI,happy,XX,AudioWAV/1060_TAI_HAP_XX.wav
1075,TAI,happy,XX,AudioWAV/1075_TAI_HAP_XX.wav
1054,TAI,fear,XX,AudioWAV/1054_TAI_FEA_XX.wav
1005,IWL,sad,XX,AudioWAV/1005_IWL_SAD_XX.wav
1052,IEO,fear,HI,AudioWAV/1052_IEO_FEA_HI.wav
1047,IEO,fear,HI,AudioWAV/1047_IEO_FEA_HI.wav
1077,TSI,sad,XX,AudioWAV/1077_TSI_SAD_XX.wav
1066,IEO,happy,HI,AudioWAV/1066_IEO_HAP_HI.wav
1062,TSI,sad,XX,AudioWAV/1062_TSI_SAD_XX.wav
1043,IEO,fear,MD,AudioWAV/1043_IEO_FEA_MD.wav
1023,IWL,happy,XX,AudioWAV/1023_IWL_HAP_XX.wav
1056,IEO,fear,MD,AudioWAV/1056_IEO_FEA_MD.wav
1046,TAI,sad,XX,AudioWAV/1046_TAI_SAD_XX.wav
1017,IWL,fear,XX,AudioWAV/1017_IWL_FEA_XX.wav
1062,IEO,happy,MD,AudioWAV/1062_IEO_HAP_MD.wav
1077,IEO,happy,MD,AudioWAV/1077_IEO_HAP_MD.wav
1008,ITS,neutral,XX,AudioWAV/1008_ITS_NEU_XX.wav
1081,TIE,neutral,XX,AudioWAV/1081_TIE_NEU_XX.wav
1083,ITH,happy,XX,AudioWAV/1083_ITH_HAP_XX.wav
1046,WSI,angry,XX,AudioWAV/1046_WSI_ANG_XX.wav
1017,IEO,angry,LO,AudioWAV/1017_IEO_ANG_LO.wav
1034,DFA,fear,XX,AudioWAV/1034_DFA_FEA_XX.wav
1031,ITH,disgust,XX,AudioWAV/1031_ITH_DIS_XX.wav
1015,DFA,happy,XX,AudioWAV/1015_DFA_HAP_XX.wav
1024,ITH,disgust,XX,AudioWAV/1024_ITH_DIS_XX.wav
1090,TIE,happy,XX,AudioWAV/1090_TIE_HAP_XX.wav
1077,IEO,sad,LO,AudioWAV/1077_IEO_SAD_LO.wav
1062,IEO,sad,LO,AudioWAV/1062_IEO_SAD_LO.wav
1034,WSI,fear,XX,AudioWAV/1034_WSI_FEA_XX.wav
1015,WSI,happy,XX,AudioWAV/1015_WSI_HAP_XX.wav
1087,ITH,neutral,XX,AudioWAV/1087_ITH_NEU_XX.wav
1070,IEO,fear,LO,AudioWAV/1070_IEO_FEA_LO.wav
1046,DFA,angry,XX,AudioWAV/1046_DFA_ANG_XX.wav
1065,IEO,fear,LO,AudioWAV/1065_IEO_FEA_LO.wav
1037,TIE,disgust,XX,AudioWAV/1037_TIE_DIS_XX.wav
1058,TIE,angry,XX,AudioWAV/1058_TIE_ANG_XX.wav
1071,IWW,angry,XX,AudioWAV/1071_IWW_ANG_XX.wav
1029,DFA,disgust,XX,AudioWAV/1029_DFA_DIS_XX.wav
1039,ITH,fear,XX,AudioWAV/1039_ITH_FEA_XX.wav
1029,WSI,disgust,XX,AudioWAV/1029_WSI_DIS_XX.wav
1090,IWW,disgust,XX,AudioWAV/1090_IWW_DIS_XX.wav
1016,IWW,fear,XX,AudioWAV/1016_IWW_FEA_XX.wav
1003,IWW,fear,XX,AudioWAV/1003_IWW_FEA_XX.wav
1009,ITH,neutral,XX,AudioWAV/1009_ITH_NEU_XX.wav
1037,IWW,happy,XX,AudioWAV/1037_IWW_HAP_XX.wav
1078,IEO,disgust,LO,AudioWAV/1078_IEO_DIS_LO.wav
1082,ITS,happy,XX,AudioWAV/1082_ITS_HAP_XX.wav
1074,IOM,angry,XX,AudioWAV/1074_IOM_ANG_XX.wav
1030,ITS,disgust,XX,AudioWAV/1030_ITS_DIS_XX.wav
1025,ITS,disgust,XX,AudioWAV/1025_ITS_DIS_XX.wav
1023,IOM,neutral,XX,AudioWAV/1023_IOM_NEU_XX.wav
1015,MTI,happy,XX,AudioWAV/1015_MTI_HAP_XX.wav
1034,MTI,fear,XX,AudioWAV/1034_MTI_FEA_XX.wav
1014,IOM,sad,XX,AudioWAV/1014_IOM_SAD_XX.wav
1078,TSI,disgust,XX,AudioWAV/1078_TSI_DIS_XX.wav
1080,IOM,disgust,XX,AudioWAV/1080_IOM_DIS_XX.wav
1006,IOM,fear,XX,AudioWAV/1006_IOM_FEA_XX.wav
1013,IOM,fear,XX,AudioWAV/1013_IOM_FEA_XX.wav
1027,IOM,happy,XX,AudioWAV/1027_IOM_HAP_XX.wav
1032,IOM,happy,XX,AudioWAV/1032_IOM_HAP_XX.wav
1046,MTI,angry,XX,AudioWAV/1046_MTI_ANG_XX.wav
1054,TAI,disgust,XX,AudioWAV/1054_TAI_DIS_XX.wav
1009,IOM,sad,XX,AudioWAV/1009_IOM_SAD_XX.wav
1065,TSI,disgust,XX,AudioWAV/1065_TSI_DIS_XX.wav
1070,TSI,disgust,XX,AudioWAV/1070_TSI_DIS_XX.wav
1088,IOM,disgust,XX,AudioWAV/1088_IOM_DIS_XX.wav
1084,IWL,fear,XX,AudioWAV/1084_IWL_FEA_XX.wav
1091,IWL,fear,XX,AudioWAV/1091_IWL_FEA_XX.wav
1017,IWL,disgust,XX,AudioWAV/1017_IWL_DIS_XX.wav
1056,IEO,disgust,MD,AudioWAV/1056_IEO_DIS_MD.wav
1043,IEO,disgust,MD,AudioWAV/1043_IEO_DIS_MD.wav
1019,MTI,neutral,XX,AudioWAV/1019_MTI_NEU_XX.wav
1047,IEO,disgust,HI,AudioWAV/1047_IEO_DIS_HI.wav
1083,IWL,sad,XX,AudioWAV/1083_IWL_SAD_XX.wav
1052,IEO,disgust,HI,AudioWAV/1052_IEO_DIS_HI.wav
1084,TSI,angry,XX,AudioWAV/1084_TSI_ANG_XX.wav
1091,TSI,angry,XX,AudioWAV/1091_TSI_ANG_XX.wav
1069,IOM,angry,XX,AudioWAV/1069_IOM_ANG_XX.wav
1029,MTI,fear,XX,AudioWAV/1029_MTI_FEA_XX.wav
1008,MTI,happy,XX,AudioWAV/1008_MTI_HAP_XX.wav
1030,TIE,sad,XX,AudioWAV/1030_TIE_SAD_XX.wav
1082,DFA,neutral,XX,AudioWAV/1082_DFA_NEU_XX.wav
1034,WSI,disgust,XX,AudioWAV/1034_WSI_DIS_XX.wav
1025,TIE,sad,XX,AudioWAV/1025_TIE_SAD_XX.wav
1019,IWW,sad,XX,AudioWAV/1019_IWW_SAD_XX.wav
1016,TIE,happy,XX,AudioWAV/1016_TIE_HAP_XX.wav
1003,TIE,happy,XX,AudioWAV/1003_TIE_HAP_XX.wav
1037,TIE,fear,XX,AudioWAV/1037_TIE_FEA_XX.wav
1014,ITH,neutral,XX,AudioWAV/1014_ITH_NEU_XX.wav
