,Emotion,Sentence,Repetition,ActorID,Gender,Path,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
563,Surprise,১২ টা বেজে গেছে,1st Repetition,32,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 32/03-01-04-02-01-01-32.wav,48.569984,0.09947615,43.008068,51.600445,51.9969,8.988831,30.512905,0.0,-0.32626826,0.0,0.3917109,1.1489018,0.10037111,0.1621636,0.73627067,0.63589954,7.9019356,6.1219697,6.132154,4.397118,0.20425722,1.5218725,8.469626,0.8673297,-4.168282,-2.4766278,3.1999762,2.908006,4.310572,3.345237,0.027053444,0.9065257,1.0816207,0.7772427,8.98592,0.64996284,4.411855,1.1672153,5.585132,1.2958115,919.3085,0.34526592,1044.4056,0.18195415,-164.62881,-0.42941025,1858.2174,0.12589394,938.4092,0.3058769,-155.13945,-0.48889095,2878.3652,0.08180827,757.3869,0.35668603,-155.85191,-0.47504866,-11.236811,-0.6398282,20.292048,0.3899175,0.037951734,1.085468,-0.02337046,-0.93743664,0.6429665,0.49750105,11.467931,0.80066574,-7.6310277,-1.7174546,-3.7163851,-3.1192064,-10.910369,-1.6331716,-5.3804073,13.160844,-0.033667207,-0.00063514325,0.05407059,2.0895524,1.2121212,0.205,0.14309087,0.59499997,0.55274314,-31.67598
564,Surprise,এ কেমন উপহার,3rd Repetition,32,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 32/03-01-04-02-03-03-32.wav,47.665085,0.10963623,41.111618,49.107407,52.430355,11.318737,25.980846,7.977998,11.167869,0.0,0.72842747,1.1322316,0.0532597,0.270993,1.5601604,1.5069007,11.126138,7.3736343,12.432346,5.2871733,0.5824866,1.2880951,14.173906,0.92126286,2.4287786,6.7208004,-2.1662614,-11.191648,-14.59123,-1.9574723,0.013430851,1.2741767,0.8544989,0.6170613,13.128053,0.37640154,11.049558,1.1163434,17.802088,1.2292554,736.3398,0.37382132,1161.5875,0.19811334,-126.97293,-0.71305007,1735.2258,0.12257321,889.1267,0.36917356,-103.068634,-0.82593745,2986.2205,0.117150664,863.48376,0.6843139,-107.58911,-0.75276023,-14.818624,-0.7269439,28.207714,0.51708007,0.07941813,0.59669423,-0.02818574,-0.9661213,1.0196091,0.73054034,17.82743,0.9137009,-2.0093923,-10.16044,-11.643644,-2.4621806,-34.72653,-0.6457898,-12.021973,21.789858,-0.051198177,0.0018360435,0.013040155,1.9736842,0.33444816,1.7099999,0.0,0.625,0.035,-23.294231
565,Sad,এ কেমন উপহার,1st Repetition,32,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 32/03-01-03-02-03-01-32.wav,42.367004,0.124126285,39.22385,42.280823,45.77577,6.551918,184.23326,122.0061,233.61671,171.93358,1.4526136,1.8173755,0.025746036,0.08532364,2.3767788,2.3510327,48.937527,48.600464,37.273594,28.657085,1.6751529,2.0909708,12.975836,0.89515626,-8.245606,-2.6843095,3.7667756,4.001361,0.7724308,30.888784,0.047497958,1.7409979,1.4824417,0.545983,4.951122,1.0275576,11.437194,1.2908369,12.118053,0.7935174,700.3073,0.3545622,1114.7701,0.2962177,-137.45514,-0.67054135,1720.5603,0.13297643,968.1064,0.5715304,-110.84325,-0.8548019,2695.217,0.13018075,799.3031,0.42895773,-112.06005,-0.83171976,-1.7100706,-3.3419473,11.953635,0.6911018,0.10380525,0.52958804,-0.018775063,-1.1966983,3.7233436,1.1976436,15.503696,1.0582076,-24.309383,-0.7981599,-5.0403533,-3.636571,-17.81039,-1.2259953,-9.225097,19.16679,-0.030112904,0.0051112697,0.028369905,1.3953489,1.4492754,0.31,0.32782108,0.35333332,0.22895898,-14.88398
566,Angry,আমি জানতাম এমন কিছু হবে,3rd Repetition,32,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 32/03-01-01-01-02-03-32.wav,42.106102,0.06523804,39.73887,42.131252,44.288048,4.549179,15.041213,4.518447,16.507128,5.619168,0.26520702,1.092957,0.021224156,0.12953943,0.51365453,0.4924304,5.307341,4.2888875,5.206533,2.7526114,0.12770967,1.2814602,17.7737,0.7351043,6.3066483,2.6094208,12.732438,1.207214,-3.5956733,-6.0551214,0.013157327,1.1037471,0.9769546,0.8158944,12.473563,0.30617785,20.362486,0.5455999,17.001574,0.80713165,644.63544,0.3664477,1318.7954,0.25747153,-133.48143,-0.61844105,1702.1598,0.14155948,949.29224,0.4935857,-108.25703,-0.775042,2766.9592,0.1364131,856.8423,0.36315203,-109.996254,-0.7498685,-17.8495,-0.53329206,25.471333,0.42777258,0.11331984,0.33700597,-0.023371251,-0.50614816,0.22324504,0.7718974,24.25838,0.5476219,1.7132934,11.095178,9.650996,1.7506342,-17.059553,-1.199664,-16.176723,24.775124,-0.03407263,-0.0032336335,0.017426966,3.3783784,0.68728524,0.78499997,0.285,0.42999998,0.3001111,-35.249138
567,Surprise,আমি জানতাম এমন কিছু হবে,2nd Repetition,32,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 32/03-01-04-02-02-02-32.wav,45.590343,0.076485835,41.58145,47.49556,48.100166,6.518715,25.981739,8.525422,13.644228,14.7886505,0.3428931,1.3080463,0.0491794,0.065242626,0.58595484,0.53677547,10.913401,7.462085,6.654555,4.573361,0.22644359,1.8241752,13.182207,0.9539585,-2.4928799,-6.6821594,1.2388585,10.356613,-5.811922,-3.2575982,0.01568558,1.4404352,0.8448268,0.7932792,11.389971,0.47874802,9.431145,0.9756377,11.564083,1.521852,745.2185,0.34273827,1170.519,0.16404952,-139.56781,-0.6072336,1737.672,0.16337778,912.5533,0.4042362,-120.643715,-0.7190786,2861.9756,0.15160145,739.6725,0.4617117,-122.70455,-0.6894846,-12.322237,-0.90550387,22.605358,0.613995,0.12825224,0.29628658,-0.013428198,-1.4093416,0.48443973,1.0418364,21.086565,0.6857447,-8.239168,-2.6944058,-4.711253,-3.599961,-19.893394,-0.9814039,-7.348672,15.854677,-0.025992965,-0.0036470734,0.014777116,2.1472392,0.62500006,0.72499996,0.325,0.56666666,0.43338463,-31.34937
568,Sad,আমি জানতাম এমন কিছু হবে,1st Repetition,32,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 32/03-01-03-02-02-01-32.wav,36.44524,0.22697535,33.188507,39.69992,40.718346,7.5298386,271.40042,368.54312,209.9858,207.68634,0.83727187,1.154287,0.04607752,0.4516315,1.6135573,1.5674798,18.922401,16.190321,13.9809065,9.350252,0.78601915,1.375648,21.75545,0.83325475,5.6975436,2.6863534,4.781023,3.4361308,-12.328441,-1.7803023,0.086057074,1.8832573,1.3715214,0.7758954,6.448322,1.0926049,8.598378,1.8506216,20.53544,0.9543407,606.4171,0.38159934,1238.8453,0.16355085,-101.80589,-0.9133261,1654.7615,0.19260785,943.12494,0.38898882,-85.793175,-0.9675574,2746.5127,0.11098939,855.2241,0.45310834,-86.7913,-0.9445062,-18.444752,-0.6752655,29.003702,0.47358832,0.09975676,0.38725513,-0.028459597,-0.8572629,1.1826,0.9749238,28.652912,0.5934156,2.9337234,5.975267,2.5305681,7.695188,-22.904549,-0.8709877,-11.5342045,21.183552,-0.02254212,-0.0027893304,0.041884515,3.1250002,0.952381,0.6866666,0.47793537,0.255,0.1768474,-20.559141
569,Angry,১২ টা বেজে গেছে,3rd Repetition,32,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 32/03-01-01-01-01-03-32.wav,40.724262,0.087086886,38.387352,39.655712,42.84049,4.4531364,145.03517,145.38692,75.13539,89.14215,0.28321925,1.6562765,0.020869263,0.031809226,0.4585431,0.43767384,6.8019867,5.994938,6.9001293,4.1924324,0.16421969,1.6570346,16.950272,0.6553272,4.864487,4.0444574,11.525045,1.1597117,2.3208191,7.8112817,0.033500664,1.2973114,1.0883051,0.609116,8.370553,0.67804617,22.686827,0.753183,18.084787,0.6606259,702.9767,0.36079425,1224.6649,0.1648544,-137.44391,-0.62148494,1735.6833,0.133979,872.4407,0.56185144,-126.45106,-0.6961807,2719.1843,0.08886003,759.2812,0.46523058,-127.73514,-0.6738535,-15.769742,-0.69169104,22.984406,0.5142061,0.11144167,0.3424026,-0.034498166,-0.44608867,0.39176765,0.7714108,26.92582,0.34192157,-6.0852194,-4.1685057,14.949681,1.2227772,-9.963335,-2.0170999,-12.538294,21.220554,-0.0048482725,-0.0016103341,0.004454098,1.948052,0.660066,0.625,0.375,0.57666665,0.41249916,-33.853874
570,Angry,এ কেমন উপহার,2nd Repetition,32,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 32/03-01-01-01-03-02-32.wav,43.34208,0.1068871,41.00056,43.02853,46.800808,5.800247,376.2181,512.9168,95.93189,62.523323,0.28213662,1.1938089,0.026056001,0.040853664,0.635199,0.609143,7.7524357,4.895931,5.61904,2.5420547,0.15403128,1.4661573,15.0506935,0.754477,0.0723721,247.48558,11.656644,1.831721,-15.968095,-1.8482275,0.038617752,1.6623902,1.2798789,0.6568332,8.300679,0.68295264,20.19086,0.6257152,11.735048,2.0102012,688.15625,0.39973623,1185.0747,0.22311586,-140.07574,-0.6252473,1701.567,0.120016515,786.42377,0.43314293,-118.931854,-0.7520473,2812.46,0.09987731,918.5847,0.5964798,-118.62264,-0.756396,-10.811648,-0.9540851,20.583382,0.7537351,0.13083442,0.3443024,-0.035951845,-0.45741028,0.33596012,0.6876833,21.102055,0.6496468,-13.650898,-1.3833035,11.5196905,2.6639025,-44.798336,-0.4164825,-11.8514805,20.993196,-0.019069465,-0.00048561668,0.0056818696,2.6229508,0.6666667,0.675,0.095,0.5333333,0.34874377,-36.172337
571,Happy,আমি জানতাম এমন কিছু হবে,2nd Repetition,32,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 32/03-01-02-01-02-02-32.wav,38.186924,0.057579532,35.84803,38.666,40.435684,4.587654,33.481922,22.147833,18.44665,10.754082,0.16875193,0.7209111,0.08308611,0.09992796,0.2689698,0.1858837,2.09894,1.1425635,1.7568951,0.9972716,0.080925636,1.2674398,14.777104,0.71278477,13.297271,0.7540803,6.751618,1.3579302,11.331477,0.62895364,0.014953936,0.8045154,0.97034,0.7185284,11.850018,0.26710567,11.271392,0.9964094,20.995407,0.5633352,700.8889,0.40508887,1272.8821,0.20547204,-142.5517,-0.5586584,1764.6971,0.13423823,973.35736,0.29353943,-126.66145,-0.62756234,2926.23,0.114986636,875.298,0.415891,-131.02599,-0.5695345,-25.863674,-0.31010914,38.072155,0.2320744,0.011649782,3.4140582,-0.012144402,-1.1857677,0.15405902,0.75567746,24.455952,0.31988248,20.6741,0.42743918,8.039354,1.5902617,10.437261,0.86646396,-8.834312,17.830044,-0.036423944,0.0028308297,0.021431342,1.9337018,0.84269667,0.5366667,0.4099864,0.47,0.42573467,-38.095406
572,Happy,আমি জানতাম এমন কিছু হবে,1st Repetition,32,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 32/03-01-02-01-02-01-32.wav,42.937542,0.1123312,40.81835,43.968735,45.92323,5.1048775,43.007755,0.0,16.81799,0.0,0.23056377,0.88666093,0.070778966,0.1411341,0.3572064,0.28642744,2.917158,1.451193,3.2222567,2.121521,0.0888484,1.1593997,15.828698,0.653772,8.705013,1.2109059,2.122464,4.9189477,1.8196295,9.454096,0.010193969,1.308716,0.7273609,0.92926896,14.26736,0.35186112,10.043593,1.2992368,19.134817,0.8770782,668.73346,0.3959383,1291.1166,0.2136981,-127.53164,-0.6767762,1724.1185,0.13280664,909.3846,0.36367956,-110.505844,-0.7407088,2888.873,0.121566296,873.37115,0.5317209,-115.808624,-0.66493183,-24.29151,-0.2822676,36.329124,0.25949687,0.08162488,0.78408927,-0.010131494,-0.84944504,0.14888069,0.72791797,22.467117,0.44403186,10.475024,1.3203974,-1.9724609,-6.3164797,-9.028755,-1.8505093,-10.853025,21.877184,-0.04897318,0.0074061253,0.018531814,2.1917808,0.5555556,0.97499996,0.945,0.5333333,0.3392475,-35.067543
573,Surprise,আমি জানতাম এমন কিছু হবে,1st Repetition,32,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 32/03-01-04-02-02-01-32.wav,44.42581,0.10972799,38.583828,47.252876,48.283424,9.699596,28.980875,5.819614,59.777542,4.8598156,0.30055618,1.196508,0.04172956,0.15311176,0.56523836,0.5235088,7.466609,4.8612714,6.0744653,2.867006,0.20946422,1.6283414,14.559666,1.0117393,2.1264284,7.617533,5.656453,3.0794933,-2.9516048,-5.101794,0.03257802,2.0888166,0.9471129,0.7818877,12.052837,0.41129282,12.830891,1.2709898,14.020451,1.0922841,738.90735,0.30729365,1170.4596,0.19829784,-123.16461,-0.7188131,1794.6893,0.112725064,906.22235,0.45466116,-114.02837,-0.7375934,2819.5457,0.12802948,799.16925,0.47561383,-115.66846,-0.71079206,-15.742433,-0.90252197,24.993587,0.5315652,0.1191533,0.29991964,-0.020350007,-1.0990217,0.38502938,1.0352823,22.738195,0.6325999,-2.048763,-9.632129,6.005222,3.9471586,-11.153767,-1.4920293,-9.276415,18.900011,-0.01886096,-0.005124269,0.033210725,1.8404908,1.2461059,0.39999998,0.2663644,0.304,0.34319672,-32.964237
574,Sad,১২ টা বেজে গেছে,3rd Repetition,32,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 32/03-01-03-02-01-03-32.wav,42.255917,0.17162213,36.906406,41.360893,52.651245,15.744839,203.58199,148.52304,3.302663,29.063097,0.7978619,1.3816316,0.064956784,0.10863715,1.9103189,1.8453621,19.081709,15.705296,15.507334,7.468878,0.5564712,1.418094,24.03174,0.48159263,4.287647,5.4575744,-2.867249,-5.306767,-15.142503,-1.4347528,0.030211031,1.7009532,1.1331767,0.509696,9.05292,0.53207284,7.4694753,2.7454102,19.96496,0.9941637,637.03674,0.31248483,1271.698,0.18809314,-114.83513,-0.83205277,1684.157,0.1437602,1178.6559,0.43389052,-90.34252,-0.91886026,2719.937,0.109028175,962.7777,0.44479698,-94.016365,-0.8529597,-18.679955,-0.59325534,30.107235,0.39808148,0.064189345,0.7019481,-0.03338477,-0.5500619,0.8859124,0.95862913,29.833658,0.32614872,-3.1183202,-8.420329,-4.392441,-3.9570265,-22.783619,-0.9401717,-17.501568,27.087238,-0.010663522,-0.02468884,0.022300014,1.6286645,1.986755,0.30333334,0.42648432,0.13,0.10828204,-22.183413
575,Surprise,১২ টা বেজে গেছে,3rd Repetition,32,Female,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 32/03-01-04-02-01-03-32.wav,45.96399,0.14635135,38.828598,48.982338,52.502068,13.67347,19.19729,11.207702,22.781271,0.0,0.55559427,1.2784714,0.09916749,0.11832643,1.1445701,1.0454026,16.281666,12.667067,13.710694,7.596143,0.3971434,1.4582171,11.987141,0.8508645,-8.563615,-2.3283749,2.426021,6.029597,5.8085523,1.9288386,0.024422305,1.5478667,1.0214921,0.67555696,11.005067,0.44307104,3.4253829,3.6828537,14.683887,0.8968769,866.1484,0.28745854,1099.3984,0.22275011,-133.2556,-0.66489935,1820.7612,0.10713018,852.0648,0.29213566,-122.66145,-0.7366303,2883.2793,0.07359294,720.92053,0.30381364,-127.63385,-0.6621886,-9.865781,-1.117198,21.230095,0.53900373,0.036825962,1.1302699,-0.02610651,-0.7609772,0.9025678,0.65916145,20.061409,0.53717124,-18.0058,-1.4479902,-3.6937728,-5.1641617,-3.1062036,-3.5263796,-4.992901,14.519301,-0.033430118,0.0009179281,0.032889582,2.027027,0.68728524,0.61,0.31,0.5466667,0.40285096,-27.859632
576,Surprise,১২ টা বেজে গেছে,2nd Repetition,25,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 25/03-01-04-02-01-02-25.wav,32.422123,0.27214533,24.606766,34.265594,41.233727,16.62696,259.38312,213.64078,92.30247,33.521202,0.7622767,1.4568137,0.025212146,0.042467706,1.911179,1.8859668,19.773357,12.993668,24.90561,12.011957,0.7629378,1.6549227,19.223738,0.7388454,-0.25756913,-41.83012,4.868209,2.442615,-0.56440264,-28.076952,0.06640758,1.5566432,1.4882121,1.14494,6.8724046,0.9907547,10.830839,2.4920995,21.798803,0.6031166,597.5792,0.41358262,1372.3383,0.18172096,-133.0004,-0.65763485,1533.1907,0.08812017,921.3649,0.40109637,-125.56278,-0.6814548,2800.9653,0.10876117,653.8699,0.41555,-129.92111,-0.6202247,-15.075817,-0.4858034,28.889568,0.29264423,0.01836118,3.1341548,-0.015630145,-0.8354505,1.7632606,0.7862129,30.580719,0.4619287,7.410371,1.4568911,1.2957182,12.228528,2.8953097,7.768975,-0.32053274,4.5937495,0.042359706,0.007651391,0.025269909,2.21519,0.64308685,0.66999996,0.17999999,0.85499996,0.055,-20.083393
577,Surprise,আমি জানতাম এমন কিছু হবে,3rd Repetition,25,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 25/03-01-04-02-02-03-25.wav,30.43301,0.11454695,27.36729,29.28624,34.497566,7.1302757,53.125347,58.866707,43.370728,15.505854,0.9189238,1.2407445,0.037840772,0.4207034,1.5903906,1.5525498,18.493174,18.940065,15.6875105,6.1235685,0.8160194,1.5090929,26.343143,0.59952706,1.6783084,6.6985955,10.606443,1.0464047,-5.199674,-2.6721492,0.027546007,1.3922756,1.2076595,0.83144206,7.111676,0.43832254,3.476089,1.8161256,26.557343,0.25883338,475.03323,0.32275838,1328.7867,0.22658835,-103.03198,-0.91015387,1407.483,0.14670415,990.06085,0.33712026,-103.06806,-0.8518151,2542.778,0.08277785,773.81506,0.37247023,-110.17125,-0.7365437,-16.182816,-0.49879616,30.28822,0.28709385,0.0364681,1.0914295,-0.017941725,-0.727663,1.4857743,0.9102623,37.855667,0.27011347,5.2141,2.4699738,11.890571,1.034661,-3.6079073,-4.5844336,-3.0304315,6.0985518,0.06281171,-0.003987007,0.030214453,2.967359,0.90361446,0.5966667,0.47443533,0.36499998,0.33440247,-20.09631
578,Sad,১২ টা বেজে গেছে,3rd Repetition,25,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 25/03-01-03-02-01-03-25.wav,35.488632,0.134878,31.971474,36.926445,37.692554,5.721081,7.1853848,32.324932,301.46884,294.37424,1.1738153,1.9340482,0.015326872,0.021171847,2.0759425,2.0606155,34.484425,29.252403,58.281258,59.32902,1.1095015,2.3401685,12.74444,1.1069775,-1.3315624,-10.755214,2.6591978,4.0104156,1.8207247,7.671082,0.027429717,1.7023355,1.2940255,0.9917092,8.701483,0.47005725,11.113503,1.2647822,23.441057,0.43348792,533.0397,0.5086384,1233.1702,0.16797681,-151.18465,-0.55483717,1521.8123,0.18001401,918.6595,0.2800491,-130.47803,-0.68730605,2541.7966,0.1486766,788.918,0.3688247,-132.99321,-0.6506125,-10.572081,-1.0212226,22.709442,0.4935225,0.074397944,0.6682272,-0.011069329,-1.1893442,2.9966466,1.1902269,27.545567,0.41403514,-7.4149446,-2.3564389,-1.3309939,-10.54311,-7.879797,-2.2005374,-2.88491,12.251399,0.009926073,0.005619329,0.014233492,1.7667845,0.7194245,0.5,0.29,0.42499998,0.3501785,-15.294566
579,Angry,এ কেমন উপহার,2nd Repetition,25,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 25/03-01-01-01-03-02-25.wav,31.45153,0.12532966,26.632822,32.7416,34.94905,8.316229,168.92284,77.78153,39.08591,14.868911,0.5283442,1.7060058,0.015791325,0.01709817,1.16141,1.1456187,17.88291,12.374959,23.700209,14.412125,0.4543262,1.8430481,19.641909,0.7336653,7.5341854,1.1510308,8.369318,0.9784891,2.1056907,9.047987,0.020366443,0.97775924,1.3422635,0.8939097,6.838238,0.4792177,6.880774,1.1101756,25.838036,0.30159038,455.28708,0.4000144,1224.8257,0.1437114,-139.43805,-0.6364653,1406.135,0.22434273,850.2992,0.16788574,-135.7215,-0.62805647,2587.5842,0.09154175,639.36945,0.46354392,-139.20857,-0.57885677,-15.713658,-0.38733116,25.999332,0.29627496,0.053459994,1.1883382,-0.027045269,-0.5472847,1.2445947,0.8110527,36.033447,0.23625204,4.7138658,2.1202724,8.902845,1.3345652,-17.031164,-1.0909926,-12.802111,25.329828,-0.02984925,0.0017781575,0.02469808,1.994302,1.4450867,0.23799999,0.07547185,0.71,0.53147596,-24.372036
580,Angry,এ কেমন উপহার,1st Repetition,25,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 25/03-01-01-01-03-01-25.wav,30.350555,0.16000363,25.378704,31.583954,34.749245,9.370541,89.9902,66.40012,64.93332,38.26905,0.4853208,1.4519275,0.0145561965,0.016397567,1.1518346,1.1372784,17.76013,9.73694,16.013037,6.2393603,0.42908174,1.6300981,19.852377,0.91209835,6.5374374,0.98892,6.8519187,1.244476,-2.8123486,-5.973611,0.040312305,1.4075627,1.4775531,0.87593436,5.0728216,0.9854149,6.504089,1.3061614,27.688066,0.26271367,459.28055,0.3902225,1237.2571,0.18629648,-123.75887,-0.75969344,1392.3174,0.21433409,863.59424,0.34989914,-122.300316,-0.72304654,2619.5442,0.11302947,648.31555,0.49187833,-127.06471,-0.65238434,-15.890813,-0.43016902,27.74546,0.3438017,0.05996372,1.0962993,-0.028532239,-0.48823723,0.9858433,0.7868925,38.566982,0.2793182,4.9795136,1.7293531,8.0467205,1.5465647,-18.081928,-0.8459265,-8.011997,17.779203,-0.0030609916,0.0017848365,0.016706513,2.310231,1.0067114,0.42333332,0.37249908,0.81,0.31,-25.208553
581,Sad,এ কেমন উপহার,2nd Repetition,25,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 25/03-01-03-02-03-02-25.wav,33.21903,0.19162408,28.12674,35.196213,38.26048,10.133739,7.7041984,30.584448,34.823048,10.779958,1.2305954,1.7600939,0.014514699,0.015193522,2.9075823,2.8930676,44.94233,23.786564,81.09317,37.914616,1.5399543,1.8313587,13.955211,0.9991509,1.5151411,6.1617584,3.5865831,2.5259647,-0.75851375,-23.002785,0.030916564,1.293669,1.2688688,0.8381871,5.713562,0.87062114,4.0303655,1.7459545,19.09464,0.41532177,571.3431,0.40176344,1278.8525,0.14046799,-152.22461,-0.5479213,1531.5706,0.19714351,1034.3063,0.3025192,-137.51431,-0.64245707,2574.5312,0.09206266,850.14636,0.45073432,-140.63786,-0.59601945,-10.14576,-0.5055974,20.523333,0.3168892,0.029330205,1.5425161,-0.024758767,-0.5637873,4.667257,0.67154586,31.547749,0.28493324,-9.349432,-0.9101688,-0.2509905,-56.651875,-17.837795,-1.157107,-6.632844,15.088876,0.0020748684,0.003723989,0.008679321,2.020202,0.6849315,0.48,0.34,0.95,0.01,-14.5249405
582,Happy,এ কেমন উপহার,1st Repetition,25,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 25/03-01-02-01-03-01-25.wav,25.986355,0.21199071,23.574856,25.250195,30.137932,6.563076,77.2951,70.07865,30.480606,2.7811575,0.22742076,1.6083843,0.0146774575,0.015573911,0.42538905,0.4107116,6.960682,5.183596,8.178923,5.2183604,0.18158057,2.0648916,22.143805,0.9530016,6.9776063,1.4382008,5.2902727,1.9933355,4.7245445,4.0814753,0.029237667,1.9863464,1.4870154,1.0841259,4.5170465,1.3040072,6.2829366,2.0313404,34.040283,0.46887264,531.18024,0.37737474,1382.7437,0.20081681,-131.81296,-0.6769168,1470.0928,0.17396256,982.76605,0.24636146,-132.5532,-0.6382795,2736.8433,0.10803472,1029.8696,0.29207766,-140.08066,-0.5372979,-18.697268,-0.40177268,34.48483,0.35327452,0.0018790598,33.482243,-0.02982094,-0.79481465,0.4645797,1.0648268,46.837036,0.22443613,8.968777,1.4775593,6.704022,2.2472022,-2.8566484,-9.538973,-6.9751697,17.65379,-0.009290483,0.00515821,0.00982004,1.6025642,0.9771987,0.37666667,0.16499157,0.6066667,0.5037415,-31.543629
