Unnamed: 0,SpeakerID,Emotion,Path,Filename,Sex,Age,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,path,emotion_label
275,16,sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a02Tc.wav,16a02Tc.wav,female,31,33.402485,0.019741856,32.748135,33.32959,33.99385,1.2457161,36.58841,43.701942,8.9930935,3.4121792,1.015997,0.5754544,0.38313612,0.9562019,1.5628433,1.1797072,14.219145,12.461554,13.218306,9.669658,0.484106,0.8006377,9.015978,1.8573781,8.207146,1.4281063,20.79282,0.86764705,5.722671,1.7904516,0.013654673,0.9474341,0.7299296,0.8139952,10.588638,0.20568049,5.3855157,1.4415364,14.365394,0.45505577,840.04083,0.34306458,1273.4011,0.21735717,-129.85417,-0.6273365,1928.6777,0.120561466,1084.1892,0.46962464,-124.42465,-0.6487534,2929.2136,0.10994475,1104.3115,0.26011425,-124.89119,-0.6428338,-18.57233,-0.4359956,26.586176,0.3191659,-0.010979162,-2.0810373,-0.011407939,-0.73487526,0.63608575,0.6313777,22.365814,0.39812347,12.89721,0.765861,36.309837,0.32216376,8.753196,1.199091,-1.1590447,10.54073,-0.02500836,0.011711661,0.37981427,4.1284404,1.8779343,0.2325,0.20029664,0.222,0.14034243,-13.510593,/content/emodb_wav//16a02Tc.wav,5
276,14,anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b02Aa.wav,14b02Aa.wav,female,35,39.420612,0.065546736,37.3441,39.2399,41.456993,4.112892,66.82913,60.87054,23.431753,18.635244,0.8079631,0.7074616,0.2893116,0.75450975,1.214689,0.9253774,12.193481,7.033942,12.654649,7.7538786,0.45537937,0.9275474,11.271541,1.2475911,4.489866,2.819691,2.5557148,5.0169053,-9.476754,-2.1255462,0.03415415,0.9071177,1.0086061,0.5694206,8.167816,0.37870282,12.334339,0.66907465,19.554255,0.5200175,796.5916,0.29442152,1438.004,0.19777207,-101.16942,-0.85111654,1760.3354,0.12826583,1134.9067,0.27004358,-93.72299,-0.8639034,2823.4883,0.068341315,863.4385,0.33830208,-95.8052,-0.8275831,-12.048608,-0.6568139,22.266909,0.3742179,0.03907871,0.6516338,-0.01164692,-1.4548571,0.61554605,0.68626773,17.848724,0.51309294,2.0202498,6.509864,3.469479,3.7700818,-20.06372,-0.843132,-8.766607,20.053019,-0.012423297,0.014637548,0.23309495,4.9469967,3.6101084,0.15799999,0.082680106,0.121249996,0.09688105,-20.726862,/content/emodb_wav//14b02Aa.wav,2
277,12,neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12a05Nd.wav,12a05Nd.wav,male,30,28.28263,0.06968026,26.87351,28.245062,29.873608,3.0000973,30.95156,11.11207,12.370847,18.873661,0.839011,0.7038907,0.34215733,0.73400426,1.3027818,0.96062446,15.488625,8.037683,16.948,11.777758,0.44769442,0.85576,22.17039,0.9435634,3.536545,3.7893705,17.716936,0.8514071,-2.1608405,-6.4263287,0.025469175,1.2780161,1.230787,0.73043,5.723907,0.44192436,3.3437405,1.5314854,22.972094,0.39669636,552.1633,0.38664272,1314.2528,0.15431173,-87.5984,-1.0258558,1630.6086,0.1812757,995.0641,0.3732715,-94.46733,-0.8801991,2654.0286,0.082959436,847.43134,0.26678106,-95.990524,-0.85277927,-14.647418,-0.61629254,23.307673,0.40270844,0.017451508,1.311345,-0.01755886,-0.97463363,0.5474561,0.72505736,33.349194,0.35644644,3.3010828,4.5737967,21.149912,0.78556716,-2.7851863,-5.316927,-5.7531857,15.037793,-0.0062868977,0.006712653,0.32811543,6.309149,3.5256412,0.15727273,0.20596077,0.104545444,0.048871566,-20.175268,/content/emodb_wav//12a05Nd.wav,4
280,12,anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12b02Wb.wav,12b02Wb.wav,male,30,38.435783,0.13534024,35.53128,40.462513,42.250713,6.719433,70.594086,34.858524,100.95047,95.81834,1.0618787,0.7418788,0.31062973,0.93184894,1.7380997,1.42747,21.159117,10.351794,27.539387,13.52585,0.6529746,0.8867176,9.885204,1.5344385,-6.1952634,-3.7264664,-0.75739324,-28.872183,-16.395954,-1.0983464,0.041388646,1.0754634,1.6135298,0.70421267,5.0745125,0.64830714,5.9915485,1.3555001,12.594324,0.9771368,900.34827,0.29281905,1159.3441,0.30414858,-86.09989,-1.0722982,1948.1453,0.15212779,980.2545,0.32873198,-81.64152,-1.0606524,2900.3801,0.07559688,958.01843,0.37334847,-81.58642,-1.0576882,-4.382733,-1.9633187,13.813561,0.64714724,0.05823569,0.41663307,-0.011395742,-2.0413105,0.844789,0.676279,11.594409,0.9835819,-14.165443,-1.6728292,-3.619233,-6.813285,-22.102869,-0.78798425,-5.6654406,15.046827,0.017608348,0.0023661556,0.37455186,5.734767,4.0145984,0.14545454,0.15047583,0.08181818,0.03537287,-19.50726,/content/emodb_wav//12b02Wb.wav,0
281,16,anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b10Aa.wav,16b10Aa.wav,female,31,40.459236,0.06084993,37.283276,41.39469,42.449272,5.1659966,70.58117,63.872013,27.310902,13.418591,1.3206904,0.7807719,0.33783057,1.0912308,2.2721577,1.9343271,22.947617,13.491643,23.443357,16.68256,0.66558814,0.95659417,7.2829857,1.5791878,-2.6116152,-6.3426833,9.959203,1.6426673,-12.692416,-1.196415,0.015116314,0.92481357,0.9353057,0.71894425,9.814918,0.34655753,13.407675,0.6558186,13.420368,0.5088427,788.62634,0.36618954,1375.8207,0.21937318,-94.454285,-0.9095078,1807.5398,0.15117413,930.4032,0.29734,-81.33493,-0.9864242,2830.324,0.10452867,1033.4541,0.36696497,-81.0474,-0.9921593,-8.777002,-1.0309612,16.713995,0.59084004,0.046890166,0.41977823,-0.010189172,-1.378777,0.8825616,0.7239247,10.019658,1.0805322,-4.4559455,-4.03211,9.462214,2.06602,-19.155369,-0.72082525,-3.6285837,13.59861,-0.008043458,0.009960854,0.27942827,4.2801557,2.777778,0.22999999,0.22135943,0.10714286,0.1005292,-15.915337,/content/emodb_wav//16b10Aa.wav,2
283,15,sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b09Ta.wav,15b09Ta.wav,male,25,22.908712,0.13410364,21.058075,22.953424,25.02862,3.9705448,247.55678,352.02344,57.620514,104.15307,0.7383779,0.81076676,0.18522379,0.6259502,1.1440659,0.95884204,14.747894,9.403622,14.367632,9.530969,0.4956464,0.74095154,17.6287,1.0045524,12.12212,0.9548364,27.575943,0.5577745,11.560486,0.990966,0.044986118,2.8261647,1.1165985,1.0354477,5.4207683,0.40037403,7.6691976,0.5816874,29.664648,0.34317145,677.1856,0.3894537,1364.6501,0.1956807,-117.35853,-0.7273903,1728.5817,0.17566255,996.9863,0.2899671,-120.81694,-0.6741588,2783.529,0.1476654,918.7076,0.2283203,-122.600914,-0.6491387,-21.27552,-0.33797717,28.020676,0.22369379,-0.037714142,-0.7800853,-0.0031556822,-3.1042962,0.60755837,0.572061,30.894003,0.21202427,11.883062,0.9359159,35.71304,0.36813608,13.970605,0.95165765,-14.9104805,24.097525,-0.05149492,0.015113977,0.41208133,5.25,2.5316458,0.176,0.080024995,0.17999999,0.12135597,-17.122114,/content/emodb_wav//15b09Ta.wav,5
285,14,anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b01Ac.wav,14b01Ac.wav,female,35,42.97267,0.040015917,41.86145,42.94701,44.10089,2.239441,32.54042,12.704566,24.509485,11.27479,1.0216928,0.70167875,0.42110026,0.9154236,1.4953816,1.0742813,17.086208,9.274875,21.992739,12.185157,0.55048317,0.92161834,5.321229,3.5398402,0.1562999,80.31226,5.677013,2.1243346,-15.901881,-0.9793323,0.023921983,1.2140356,0.9244518,0.7466089,10.388153,0.34123355,8.453049,0.6811767,11.620951,0.72224903,886.2057,0.276326,1385.3839,0.22790483,-95.91123,-0.8573044,1819.6221,0.14534575,1154.0364,0.3191518,-86.59051,-0.8956779,2852.0422,0.106511824,979.3149,0.30932635,-87.44039,-0.8786542,-10.81908,-0.80335945,19.532227,0.49331322,0.044547245,0.59632385,-0.0035573288,-3.249447,0.6336257,0.8215155,10.471868,1.0812927,-4.5029488,-2.64296,4.3193526,2.9624214,-21.684246,-0.6673679,-3.2201676,11.679975,-0.00053241896,0.007202074,0.43057442,5.579399,4.4052863,0.137,0.076032884,0.07666666,0.048762463,-18.456976,/content/emodb_wav//14b01Ac.wav,2
287,3,neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a05Nd.wav,03a05Nd.wav,male,31,26.114119,0.07116042,24.335829,26.156525,28.177109,3.84128,81.211685,67.07568,15.796529,5.0064354,0.8561361,0.7755356,0.23538049,0.76477784,1.319978,1.0845975,19.473183,10.521119,21.38401,12.525419,0.5942634,0.8701251,18.415314,1.1439757,10.504582,1.2251029,17.190649,0.91543734,0.81699485,14.9738655,0.025993468,0.89180195,1.6193817,0.73348385,5.395564,0.42110065,2.990886,1.7838534,27.445196,0.36695254,595.6608,0.4205871,1287.966,0.16747934,-111.18976,-0.812795,1693.3219,0.1780701,947.56903,0.25189427,-116.45776,-0.7150544,2754.7034,0.11311527,943.6933,0.35333028,-118.36142,-0.68725187,-17.686226,-0.51896733,26.388464,0.3947625,0.007365365,3.6276696,-0.018065555,-0.83192575,0.78072,0.626957,30.818237,0.42535126,13.192268,0.96524674,22.57112,0.7331066,1.6108605,8.03121,-7.7929263,17.278484,-0.011411826,0.0071847,0.45190734,5.714286,3.2258065,0.138,0.13113351,0.13727273,0.112257086,-17.499756,/content/emodb_wav//03a05Nd.wav,4
289,12,anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12b02Wd.wav,12b02Wd.wav,male,30,34.81405,0.16837144,28.667526,35.610016,39.97424,11.306713,51.38762,21.95372,37.452026,43.883118,0.8559497,0.88052297,0.3029732,0.6494711,1.3293773,1.0264041,21.017899,18.90699,20.661125,12.916405,0.52094597,1.2036692,14.184414,1.1418554,2.772361,6.6028595,6.5462937,3.1617303,-10.494794,-1.2790315,0.050495543,1.4080092,1.5720671,0.6696891,5.0472493,0.7060447,5.3431277,1.4685367,15.676262,0.739235,705.9635,0.37762672,1226.7264,0.22043748,-100.94282,-0.9002362,1769.447,0.16887498,984.8581,0.4604347,-96.10707,-0.8872321,2736.1365,0.090889975,911.5811,0.31304166,-95.72699,-0.89294773,-8.738347,-1.0659746,17.207314,0.5659197,0.04141067,0.7552953,-0.015622622,-1.2449883,0.68580663,1.0237495,18.414286,0.6987496,-0.16913603,-117.061226,8.814069,2.7077615,-14.582651,-1.0001633,-6.350889,16.251715,-0.004167214,0.002469485,0.3236414,6.0836506,3.1007752,0.17625,0.18034256,0.111111104,0.09456854,-19.88576,/content/emodb_wav//12b02Wd.wav,0
291,9,happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b03Fa.wav,09b03Fa.wav,female,21,44.75068,0.07708459,41.53427,44.8872,47.049812,5.515541,99.36328,101.260925,44.603016,47.195976,0.87275404,0.86647356,0.32478094,0.63319033,1.2170074,0.89222646,17.772934,14.196382,19.702755,13.432633,0.48138437,1.3799161,7.4719114,1.7133467,-14.6063175,-1.6390057,0.22376344,70.30659,-19.135595,-1.0000706,0.019738086,1.228347,1.043375,0.672624,9.294401,0.47037718,5.2303376,1.9332861,12.518677,0.64933443,925.747,0.21428259,1275.2426,0.21865475,-68.93229,-1.1836953,1863.2716,0.10698858,1110.5276,0.31603712,-62.42016,-1.2345144,2892.4585,0.0714488,902.43726,0.44919118,-66.87721,-1.1059567,-5.008609,-2.3676276,17.944206,0.5412674,0.05920492,0.42043966,0.007956273,2.5118203,0.56807053,1.2578326,10.174963,1.1955825,-19.276411,-1.2672181,-2.0707874,-8.172717,-25.782524,-0.61783653,-2.46461,13.333348,0.011441638,0.01571951,0.26150447,5.43131,2.922078,0.24444444,0.1108664,0.069,0.046357308,-20.360172,/content/emodb_wav//09b03Fa.wav,3
292,8,neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b09Nb.wav,08b09Nb.wav,female,34,32.983273,0.08480297,30.468689,33.32233,35.60781,5.139122,66.95664,86.16213,35.797558,21.114298,0.79554397,0.7185813,0.2976855,0.7485566,1.1784146,0.8807291,18.503662,12.905567,12.613713,5.7086205,0.55024123,0.8005514,23.62585,0.6794969,15.869338,0.8455313,16.150911,0.9588268,5.16203,2.2252605,0.026664805,0.9978517,1.1920698,0.84628636,8.447273,0.33871475,11.538608,0.93756354,28.270405,0.33543748,621.2281,0.36732224,1349.2981,0.15497938,-89.78519,-0.94212824,1729.0729,0.16648817,1067.0277,0.5313474,-93.92591,-0.81678325,2787.1677,0.094857864,985.0324,0.4059911,-95.146164,-0.7940521,-19.4399,-0.5042246,29.032812,0.34621,0.0150196105,2.3160467,-0.014005842,-0.8875355,0.6559396,0.7083363,30.503311,0.35021916,14.581533,1.011755,17.109121,1.0046748,4.045798,3.1909537,-16.240545,25.413172,-0.025469676,-0.00028594353,0.40379456,5.633803,3.9426525,0.1490909,0.08393228,0.089999996,0.039749213,-17.484238,/content/emodb_wav//08b09Nb.wav,4
295,15,anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a07Ac.wav,15a07Ac.wav,male,25,33.13427,0.15301408,29.311163,33.691452,35.2498,5.9386387,69.4991,36.168404,97.92943,176.79707,1.0866988,0.69998676,0.46145436,0.90701914,1.6835355,1.2220811,17.752998,6.8621325,21.749817,16.557224,0.6620715,0.8328381,12.357657,1.572506,10.713364,1.56167,17.73593,0.9763619,6.179803,2.2860286,0.028222851,0.9654075,1.3648794,0.73673135,6.134647,0.67286015,10.083772,0.8644173,20.202316,0.52203,673.84467,0.40946648,1265.0543,0.20275298,-76.69987,-1.0631679,1769.3873,0.1622662,912.7648,0.2937083,-72.41214,-0.994335,2772.228,0.11341516,947.1898,0.27388754,-72.60696,-0.987647,-11.102523,-1.0734887,18.881603,0.5903151,0.027457932,1.3756739,-0.003222996,-3.8324347,0.7537063,0.7456315,16.96125,0.9963592,9.624137,1.958351,18.457312,1.0431529,3.9814148,3.9059424,-7.21121,14.870657,-0.012466299,0.011198995,0.50930464,5.555556,4.571429,0.1475,0.085695684,0.044444446,0.018324913,-17.688396,/content/emodb_wav//15a07Ac.wav,2
296,9,neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a01Nb.wav,09a01Nb.wav,female,21,30.31766,0.081171244,27.937895,30.046932,32.130978,4.193083,33.92924,5.321701,34.99647,16.091282,0.91380495,0.77191365,0.15230173,0.8640973,1.4443171,1.2920153,16.264622,6.3254085,15.098434,12.448046,0.55583775,0.81312376,20.305424,0.91393125,2.2193696,7.442774,19.758665,0.69439346,-4.2228165,-3.637036,0.03493829,0.9365844,1.2888943,0.98585784,5.860816,0.49165526,10.411747,0.54978323,25.051373,0.34966612,676.26135,0.3100164,1310.9496,0.09100789,-100.395195,-0.89922994,1699.299,0.12702033,1116.9866,0.40304527,-104.61398,-0.81260157,2828.0474,0.09109445,780.0957,0.41577455,-106.79409,-0.7754278,-13.146036,-0.61027735,22.456053,0.33274257,0.013156282,1.6420866,-0.011896886,-1.6520419,0.7715712,0.529936,32.972095,0.21729569,-2.0604744,-8.446003,25.003847,0.56757116,-11.387954,-1.313329,-8.93851,19.72854,-0.031773217,0.013726213,0.34632134,5.3892217,3.0864198,0.16399999,0.058514953,0.114999995,0.043493293,-18.964594,/content/emodb_wav//09a01Nb.wav,4
298,3,neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b03Nb.wav,03b03Nb.wav,male,31,26.796377,0.15718861,25.109226,26.440708,27.790968,2.6817417,20.947971,15.899578,167.00204,157.07979,0.82871014,0.70146173,0.3427931,0.7118456,1.2716398,0.9288467,17.764803,11.3206835,16.12308,9.403027,0.5320448,0.8640897,25.662498,0.77059424,7.2033095,1.7371452,13.306675,1.1806152,-2.110137,-6.107279,0.026317496,0.9312775,1.4750023,0.8824958,5.0328116,0.47977394,2.149729,2.10943,27.460032,0.35056683,547.2178,0.35492554,1341.6156,0.13818854,-92.76616,-0.96920073,1551.171,0.18034437,1027.382,0.2609285,-98.799034,-0.84642506,2658.7854,0.123090684,923.95844,0.30760357,-103.51088,-0.7657107,-14.930642,-0.5250847,25.41791,0.28253388,0.013359701,1.648461,-0.018680174,-0.80364525,0.6926167,0.72565675,35.319016,0.36335313,5.2214127,2.3624723,12.618179,1.410808,-3.0628288,-4.330594,-10.129769,19.108414,-0.015976155,0.00077464,0.34593102,5.7851243,4.1899443,0.12466666,0.09932215,0.0875,0.06590713,-18.470911,/content/emodb_wav//03b03Nb.wav,4
300,12,anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12a05Ab.wav,12a05Ab.wav,male,30,31.132792,0.0785621,29.492868,31.294096,33.297466,3.8045979,189.40642,219.81203,29.407883,21.432327,0.9108908,0.78027654,0.28065282,0.82490826,1.3451734,1.0645206,19.811777,10.586431,18.32314,11.842042,0.5479685,0.94037527,11.476666,1.5639906,6.225327,2.0679455,15.465563,1.012209,-2.343411,-6.1690254,0.031678405,0.7789906,1.3813664,0.6091175,5.4381056,0.5485476,8.119762,1.1262453,17.54369,0.4342875,607.95074,0.3914702,1257.962,0.17836256,-124.84965,-0.70527226,1696.4491,0.18152371,896.0092,0.41510552,-125.02337,-0.6659539,2711.8474,0.08785265,938.0465,0.46801284,-124.19874,-0.6772202,-11.782646,-0.7189521,19.015034,0.44465697,0.01220351,2.1139705,-0.018567475,-0.97663474,0.8389957,0.69923955,21.603394,0.5170013,9.754354,1.3403531,17.682312,1.1874703,-8.105999,-2.1966338,-8.619308,17.436543,-0.020941796,0.0081825955,0.35155132,6.21118,3.1545744,0.125,0.12698425,0.18777779,0.14520314,-19.665638,/content/emodb_wav//12a05Ab.wav,2
301,8,happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a05Fe.wav,08a05Fe.wav,female,34,39.93758,0.07609123,37.335423,40.602554,42.11828,4.782856,55.42633,22.126099,72.31169,85.059906,1.010789,0.78844136,0.29578888,0.8758044,1.5705354,1.2747465,18.680979,11.8176,18.51904,8.065795,0.7072051,0.94370085,16.78251,1.0934991,2.7669044,5.8132873,8.15118,2.253607,-6.8440323,-2.3881624,0.025970817,1.1222905,0.94674706,1.0220501,9.821944,0.38007134,9.966783,0.763013,20.11575,0.48320588,718.7666,0.3627051,1294.9197,0.17047259,-98.031975,-0.9039401,1795.202,0.17078443,1054.466,0.33736023,-85.10835,-0.9411702,2874.1643,0.12275781,1048.0135,0.3263208,-88.25982,-0.878297,-13.964813,-0.68664914,24.598846,0.4268698,0.02415426,1.2403976,-0.015329772,-1.071245,0.9201948,0.78605515,23.549847,0.53185683,-2.3714232,-7.1182585,3.3026938,6.0258107,-13.143284,-1.1909301,-12.038463,21.863585,-0.035580106,0.008775849,0.34574303,5.194805,2.970297,0.21,0.23380904,0.095,0.047592014,-16.817705,/content/emodb_wav//08a05Fe.wav,3
302,9,disgust,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b03Ed.wav,09b03Ed.wav,female,21,37.24922,0.059179965,35.32777,37.36344,39.085045,3.7572746,52.95043,28.665264,64.045395,91.26047,0.88186705,0.7929159,0.14886253,0.72328836,1.4756266,1.3267641,14.401561,10.214451,12.511865,6.73305,0.49609277,1.036777,16.286707,0.9262904,1.1761321,16.685198,5.950021,2.8505328,-3.7663343,-4.807714,0.02596919,1.0282961,0.9731693,0.64371556,7.111447,0.69159454,9.040485,1.1290495,21.329128,0.5410256,738.3324,0.2933352,1337.5312,0.19473907,-89.54693,-0.9959717,1760.8995,0.13064939,1114.1322,0.25492242,-84.48317,-0.98776424,2811.6094,0.087891415,983.2289,0.33101615,-89.09275,-0.89593875,-11.321041,-0.99676687,23.484964,0.43516394,0.040066794,0.7019225,-0.0058828127,-3.622467,0.6541462,0.828536,22.286955,0.5784601,-2.3322861,-9.337909,3.8381152,5.012822,-10.1802225,-1.7599096,-10.253005,21.752121,-0.01710406,0.015892563,0.22972906,4.5544558,2.6,0.23615384,0.17273983,0.11857142,0.11005563,-19.828741,/content/emodb_wav//09b03Ed.wav,1
303,15,happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a05Fb.wav,15a05Fb.wav,male,25,37.337524,0.12958567,34.35592,37.96492,40.383377,6.027458,114.90637,109.22416,24.313484,76.23283,0.9131367,0.773117,0.29834446,0.8373022,1.3101118,1.0117673,20.007887,15.452703,20.105705,9.253999,0.5639326,1.0617224,9.938953,1.8668389,3.911248,4.0551605,9.918991,1.6889151,-3.110493,-4.642214,0.02631609,0.91494226,1.2217506,0.8492569,7.4844794,0.54937625,10.318501,0.8757243,15.681182,0.6708111,825.01654,0.32441932,1223.5349,0.23422697,-107.26447,-0.8038038,1903.1755,0.15307638,944.1337,0.3731685,-94.652115,-0.8631542,2939.5645,0.1120419,987.6085,0.35216856,-95.28175,-0.8508218,-11.947008,-0.7945536,19.609554,0.51043737,0.038961552,0.7732649,-0.009451851,-1.9752716,0.6730993,0.81639004,17.085728,0.7995851,1.6069654,10.325431,8.863363,2.1191587,-6.9760127,-2.0472946,-5.275275,15.066488,-0.0060776444,0.014716113,0.4396957,5.9701495,4.18251,0.13090909,0.18317674,0.08,0.0484768,-19.391247,/content/emodb_wav//15a05Fb.wav,3
304,8,sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a07Ta.wav,08a07Ta.wav,female,34,28.646864,0.1720165,28.353874,29.876303,31.769236,3.4153614,241.63129,136.5242,-14.231739,50.98559,0.77930784,0.89436394,0.13572007,0.5831842,1.3814162,1.2456961,18.548416,13.9543705,16.657719,13.748782,0.76490235,0.7009898,15.583908,1.1366997,17.43042,0.5725025,17.56125,0.66483325,13.825271,0.67019755,0.04323611,1.4872969,1.2346648,1.0382705,8.058246,0.37858972,13.577593,0.6230177,30.563198,0.23187499,700.23193,0.3566579,1388.4843,0.12176824,-146.74068,-0.5275364,1793.9976,0.14814028,1085.6957,0.23017418,-149.78642,-0.47749496,2901.1138,0.09236215,935.0911,0.29566574,-150.39455,-0.46846098,-25.54759,-0.32401678,35.72915,0.22062378,-0.0486315,-0.5468329,-0.011829423,-0.86902636,1.0693547,0.47987422,31.445816,0.2185196,22.991985,0.3989722,22.486294,0.64499915,18.945267,0.48690653,-20.146542,30.6293,-0.061624438,0.0043977904,0.64712274,4.057971,2.647059,0.108888894,0.06967296,0.24666665,0.29177618,-14.807965,/content/emodb_wav//08a07Ta.wav,5
309,9,happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a01Fa.wav,09a01Fa.wav,female,21,44.52638,0.07602325,41.383984,45.37273,47.258457,5.8744736,21.75924,7.190074,13.12795,31.114447,1.1213305,0.8471885,0.2548833,0.83973277,2.0430205,1.7881372,21.216442,11.555347,17.001568,11.480189,0.6236918,1.1358496,2.3924305,6.1009808,-22.611307,-1.0927207,2.9368286,4.5902567,-21.286842,-0.8642668,0.014030352,1.2343099,0.9440785,0.9696692,8.215894,0.37185013,1.4846271,5.757327,7.735451,1.2191293,885.7703,0.29489675,1275.2283,0.2139148,-65.59551,-1.3630614,1835.2543,0.10791063,1115.6617,0.28442955,-55.564644,-1.4711341,2792.086,0.074563324,1007.7747,0.33291814,-58.019947,-1.3802052,0.07678965,131.1487,10.784796,0.64561623,0.060827922,0.50687253,0.008291628,2.899015,0.7822313,0.9800289,3.8662124,2.9586658,-31.197643,-0.73345613,-0.8171924,-15.747609,-26.442476,-0.6123927,0.06929985,9.399181,0.019202592,0.014980084,0.23502381,3.846154,2.824859,0.252,0.10007996,0.06666666,0.032998316,-19.150145,/content/emodb_wav//09a01Fa.wav,3
